选择性地表达事实往往比欺骗更可怕 如何快速消灭世界的森林？,1

两面针它敢吗?,1

自家爸爸两面针怎么敢啊[doge],1

那可是金主[doge],1

离婚那期的疑似恶意剪辑，不仅给中国司法贴了一个很大的标签，还把矛头引向原UP主。2，3，地图出错与五秒或者0.5秒没有关系，问题是专门错在台湾和藏南这一类争议地区就很奇怪了。4，夹带私货，暗地里鼓吹盐的私营化，以及都在说的中国人吃肉与巴西与零的关系。5，被人指出问题以后不正面回答，而是权力删评控评，顺便拉黑。以上核心问题，一条回应都没有，如何让人信服呢？————————第二次被删除————————第三次被删除，你删一次我更新一次，看你能删多少次？————第四次删除，真的棒呢。,1

标题不同，还有地图问题，这个up经过自己考证，有实锤，BV1pZ4y1j7Vd,1

二和三的确不是真的，那其他三条呢？你要不要替回形针解释一下？,1

我是回形针的老观众了。这个视频是和我老婆一起看的，我老婆看完说你们的解释很有道理，可我很失望！看了视频的前三分钟，我大概就能想到后面的戏码了，还是老套路“用很多正确的观点，掩盖一错误的观点”。巴西视频里最大的错误是立意上的，既然雨林的消失与肉蛋奶消费相关，为什么你们会忽视欧美这个消费群体，只盯着我们中国？不敢给出正面回应，很难不让人相信你们是主观故意的。如果不是故意的，对于这样一个专业团体能忽视这样一个事实，只能说你们的脑子里已经有了某种“思想钢印”。人生第一次被删评论，纪念下[喜极而泣],1

勋章好评，有回形针一贯作风,1

所以取消关注回形针,1

我留着他，看他黄！,1

别人问你屁股坐哪了，你说自己做视频很辛苦？,1

经典答非所问，关键还有很多人买账，就离谱,1

我看都被控评了 弹幕也是,1

我都这么努力了，你为什么不夸我还要踩我[doge],1

没别的想说的，控评倒是一把好手，有些评论我看着看着就没了，那可不是胡乱喷人的评论，是就事论事的，怎么，这些话就戳到痛处了？态度都没有摆端正，你的工作辛苦我知道、你的科普很厉害我知道、但是这些都不是你立场问题的借口。[吃瓜],1

哈哈哈哈哈刚刚一个评论还在呢点了赞正要回复就没了,1

昨天我还看了几千赞的评论呢，有理有据，没有骂人，理性思考。。结果今天就没有了。。。[嫌弃],1

他怕的就是独立思考，用精美的炮弹袭击我们思想尚不成熟的年轻人，一旦有思考，就会明白，两面针就是敌人的糖衣宣传。师爷：恶心，真TM恶心,1

一个团队二十多个人不知疲倦地查阅文献、请教专家、核对事实、搭建模型，然后一点人工降雨的优点都没发现[哦呼]太牛了吧,1

预设好了立场，做啥都会有内味儿[笑],0

[OK][OK]太经典了。  我都不知道怎么反驳。回形针太可恶了，我词穷不知道怎么骂他。,1

也造成了观众对巴西雨林的“误解”，但你们不能因为这件事忽视我们两年多的努力[热词系列_爱了爱了],1

言出必行，凌晨5点还在删评论，挺敬业的，为up主点赞！[点赞][点赞][点赞],1

可能人家白天呢[doge],1



知乎有人说等热度过去，回形针就更，[doge][OK],1

上一次动态说了停更一月，今天正好是最后一天，要是这个月不更不就是鸽了准备糊穿地心了[疑惑],1

一个月前说了停更一个月，并非不回应或者等热度过去,1

就是等热度过去[呲牙]人家停更了一个月零7天[大笑][大笑],1

视频我看完了，避重就轻，之前其他观众质疑的地方都没有去解释，而是说你们工作多么多么辛苦，你们团队做视频能不能别老是各种内涵暗示，或者把两个关系不太大的事务刻意联系在一起，再去引导观众得出错误的结论？食用盐，人工降雨，离婚，监狱等。总是把各种东西向上层去引导，让观众认为是垄断，是面子，是漏洞不完善，是压迫等。这些东西有很多人感觉的到，你觉得呢？,1

顾左右而言他。他16分钟的视频，没有半句“对不起”。粉丝说回形针有诚意，可我并没有看到,1

雨林那期:因为巴西生产大豆——中国养猪喂猪所以进口大豆——巴西为了赚钱所以卖大豆——大豆需要耕地——砍雨林烧雨林是为了制造耕地——中国生产猪肉所以导致雨林毁坏。这种错误逻辑你看他这个视频里面有解释清楚嘛？但巴西的大豆是种在巴西高原的耕地而不是雨林里的，他们就刻意挑选这种东西然后去强硬联系起来得出这种错误结论。结果你去查发现各个环节确实都有还都是对的，然后就相信这种逻辑了？视频都在看，到底怎么样去看看联系就能发现问题。这视频一直在讲自己做视频多么不容易，却不再讲自己怎么样在这种逻辑方面上去误导观众。,1

他说做视频幸苦，幸苦还不是为了挣钱，谁挣钱不幸苦一样,1

我还以为我取关了，谢谢提醒,1

别啊，多翻翻，还可以顺手拉黑一些5级水军号,1

就在刚刚我名单满了，开会员会不会多几个名单？[呲牙],1

这是在提醒你回来点个举报再走,1

宁把加油站搬过来了？,1

看见你这评论把我笑死了[笑哭],1

这条评论好骚啊，为啥没上热评[打call],1

弹幕一堆加油就离谱,1

我也感觉好恐怖，一列一列的加油加油...这也太整齐了吧，原谅我多疑，但我是准备取关回形针了，不强求别人，至少我自己感觉很不舒服，这次的污点，很难再让我将回形针放在合理的位置上看待了，只能说，太别扭了。索性取关了[无语],1

b站的热评机制，导致最先评论的有很大机会占到热评，让我不得不怀疑有控评的可能,1

九万播放5000个弹幕，都是说加油弹幕转化率高达5%我不是傻子,1

而且从头刷到尾哦，这才是最违法逻辑的。开头或者结尾刷我还信，但中间那么多时间一直有就不正常了,1

自信点，回形针请水军花了多少钱,1

而且这还是一个16分钟的长视频,1

恕我直言这支视频中9分31秒的世界地图上，中国的藏南地区依然是错版显示，本来就因为栽在这个坑上出的错，却又一次使用了错版地图，那么在视频后面大书特书的地图审阅流程不是笑话吗？我不是因为这0.5秒的错误而抬杠，而是作为一个一直以来的回形针粉丝哀其不幸怒其不争的无奈。,1




希望回形针做一期视频针对 “香港 台湾 新疆问题” 并且同时投放到b站与YouTube,1


不用做别的，科普一下美国人均牛肉消费量和二氧化碳排放的放到油管就挺好[妙啊][妙啊],1

经典答非所问，踩美军认证,1

妈呀，发布视频前，全是上香，完结撒花，现在全是加油[哦呼][哦呼]，诶，[热词系列_你细品],1

上香的弹幕都被删了呀,1

其实不用解释太多，做一期科普“台湾为什么是中国的”可抵千言万语！！,1

你这不是逼他死吗[doge],1

所以您能不能解释一下中国人吃肉导致亚马逊雨林减少这个结论是怎么不小心粗心推导出来的？？？我不关心你们是否在素材上因为所谓的粗心出了问题，我就想知道得出中国人不配吃肉这个结论是怎么通过所谓粗心的方法得出来的？？,1

贵号如果不能把这个问题解释清楚了恐怕很难服众,1



你们说这不是道歉视频，后面他在疯狂说自己不可避免的出错并致歉你们说这是道歉视频，抱歉我没看出来有多少歉意通篇都是在陈述自己的不易以及难度，只在最后提及了“我们不是故意为之”并简简单单表了态请问，你们想干嘛,1

傲慢的知识分子是不可能道歉的,1

他可不是知识分子，他科普的东西全都是粗制滥造的，没有点现实内容，都在利用玛丽苏那一套渲染情绪,1

这个态度让我不能接受,1

给我整笑了，建议做一期互联网为什么没有记忆,1

其实不用解释太多，做一期科普“台湾为什么是中国的”可抵千言万语！！,1

外网 互联网为啥没有记忆国内 中国人为啥没有记忆[呲牙],1

我打开这视频一看，这视频没有摆正态度，歪歪斜斜每一页都写着“我很幸苦，我犯错理应被原谅。”这几个字。我横竖睡不着觉，仔细看了半夜，才从弹幕中看出字来，整个视频都飘着两个字:“加油”!,1

网民的记忆只有七秒[doge],1

是啊，前几天那个性侵的案子，不还是被罗志祥的事情顶了吗？,1

对呀，我还以为所有人都失忆了呢，鲍律师那个人渣事件的报道全都凉了。,1

害，网民哪里来的记忆[doge],1

"不客气的讲，这期视频从科普角度上来说是很失败的。特别集中于伽罗瓦域的科普上。基本上就是搭配动效的照本宣科。理解伽罗瓦域最简单而且十分生动的例子就是时钟，这么直白的概念不知道为什么要讲得那么复杂。举个例子。假设现在23时，加两个小时候边1点，可缩减为规则23+2=1其他规则以此类推，乘除法洋洋洒洒一大堆其实本质就是进制问题。典型的科普应该是先介绍10进制的情况再进行推广。8进制的模式纯粹是为了适应计算机系统，那个乘法表更是不明所以。

以前回形针也有类似问题，一个问题讲得很高端，动效很出彩，但实际上观众不能理解。",0

时钟的例子确实很棒，谢谢你的建议。,0

是的，对于抽代来说本质的是好理解的，比如这次没有讲清楚为什么加法减法是异或，乘法是模二乘法再除以一个固定值。另外使用时钟的例子是不恰当的，因为伽罗瓦域不是循环群，在Z/24Z中不是每一个元素都可以定义乘法逆元的。如果这部分科普的难度过于大（我也有过这样的情况，做presentation的时候需要介绍双曲几何，但是就是介绍它的本质就需要花费一半的用时，无奈只能放弃了pre），那么就建议不要揭露太多的中间性的内容。这样说我想是比较好理解的：对于域来讲，需要满足加法和乘法的交换律，结合律，以及乘法分配律，还需要每一个元素有另一个元素相乘为1。这样严格的条件只有少数的元素数量和少数的运算规则可以满足，对于2^3个元素，这就是唯一满足的运算规则（贴出表达式）。,0

这年代能看到这样的优质评论实属罕见，点个赞。评论区除了站队就是撕逼。,0

@回形针PaperClip 我的上个评论中有不妥之处，在此补充，希望各位理智评论，我的帽子可能盖的有点大，先为语言道歉，同时补充几点。1.回形针这种针对技术工程方面的科普国内是比较少见的。按妈咪说，3b1b，numberpile这种比较注重数理知识频道去要求可能有失偏颇。因为很多工程技术领域可能真的就是只要实现方式，其他的不是本学科要求。其次回形针也有不少优秀的科普。我说的主要集中于跟数学有关的几期，回形针更多聚焦于“实现”而非“思路”。2.其次，我本身学历水平也不高，也并非数学专业，对于回复中指出问题都虚心接受，各位可以到评论中寻找大佬们跟精准的表述和诠释。3.顺便推荐几个我比较喜欢的科普，除了上面提到的3个，还有Mark Rober PBS Space和真理元素，b站有就有不少翻译。PBS Space更偏向物理。国内科普上跟国外还是有差距，希望各位对回形针和科普作者。多点包容，少点偏见。,0

谢谢了，本期视频中我们其实有试图展示 R-S 码的核心思想，比如开始「减法」是为了描述纠错码和固定值的意义。但 R-S 码证明过程实在有点长，所以需要在思路和证明链条之间平衡，最后看起来还是不够直观。你的建议很有帮助，希望未来我们也能多交流，为观众提供更优质的内容。,0

这是好事。学者的世界里面没有撕逼。只有不断地博弈,0

能在视频播出后的十几个小时，用新发表的评论且被赞上前三的评论我只在NBAruhua事件里出了期撕门票视频的up主那看到。当时好几个NBA粉买几千赞骂那个up做作不是好东西，后来还真爆料出是渣男，互联网太神奇了。当然我没别的意思。[公主连结_厉害了],0

关于RS码的纠错部分，还有一个Hamming Distance和MDS的概念需要补充，不然没法解释为什么最多只能纠错两位。我硕士论文时Network Coding in Distributed Storage System 最基础部门就是RS码的纠错，但是这一期确实有点跳,0

这应该才是热评,0

是的，谢谢补充。我们也试图在讲的更清楚和视频时长之间权衡。如果观众朋友们感觉有点跟不上，可以暂停下来想想。,0

这个确实，我们导师讲清楚至少四节课，可以理解,0

《装作无事的样子就能无事》,1

[哈欠]他们这种人啊，感觉越来越多了，可能是中国生活越来越好了吧，以后可能并不会有国家这种东西存在吧。,1

这个公关能力太强了，一篇似是而非的解释加一波水军足以忽悠很多路人，深的西方媒体真传,1

和营销号手段更相似，真就高级营销号呗,1

他们进化了，而我们还在原地踏步,1

发生了啥啊，肉蛋奶和巴西森林有啥关系[疑惑],1

天哪，刚刚早餐吃了肉蛋奶[大哭][大哭],1

带恶人，建议枪毙，@平安巴西,1

